Transition_ID	Relation	Left	Right
T2263	phos	7482	2535
T2264	phos	57147	7726
T2265	phos	1025	5430
T2266	phos	7006	7410
T2267	phos	7480	2535
T2268	deph	5516	5594
T2269	phos	5563	5687
T2270	phos	4752	54862
T2271	phos	54899	56957
T2272	phos	157	81472
T2273	phos	157	127069
T2274	deph	5516	58494
T2275	phos	1457	80010
T2276	phos	340371	9322
T2277	phos	5584	28984
T2278	deph	5515	816
T2279	deph	1844	5595
T2280	deph	5527	781
T2281	phos	5613	466
T2282	phos	207	10248
T2283	phos	9263	6427
T2284	phos	5567	148327
T2285	deph	5515	3572
T2286	phos	817	2017
T2287	phos	7525	5906
T2288	deph	5529	5502
T2289	phos	51265	646
T2290	phos	5613	481
T2291	deph	5518	207
T2292	phos	2869	7124
T2293	phos	1445	2768
T2294	phos	816	6262
T2295	phos	57761	127933
T2296	phos	157	120066
T2297	phos	3702	100124696
T2298	phos	4752	3190
T2299	phos	2932	55269
T2300	phos	2932	3190
T2301	phos	1019	11269
T2302	phos	815	27091
T2303	phos	1432	4747
T2304	phos	7525	5594
T2305	phos	5566	6601
T2306	phos	10783	10011
T2307	phos	157	441308
T2308	phos	2268	10499
T2309	phos	3480	5335
T2310	phos	816	10369
T2311	phos	9263	9667
T2312	phos	6195	3059
T2313	deph	5527	27091
T2314	phos	5601	3727
T2315	deph	54776	10398
T2316	phos	2776	1855
T2317	deph	5500	786
T2318	phos	3581	7297
T2319	phos	4233	5566
T2320	deph	5520	785
T2321	deph	5500	10413
T2322	phos	816	59283
T2323	phos	1457	11140
T2324	deph	23239	207
T2325	phos	5599	8853
T2326	phos	5597	1104
T2327	phos	5058	396
T2328	phos	5595	8569
T2329	phos	1195	7428
T2330	phos	5580	5894
T2331	phos	1018	2017
T2332	phos	10298	51631
T2333	deph	5771	8976
T2334	phos	1455	7791
T2335	phos	5058	3978
T2336	phos	6196	1487
T2337	phos	8798	7812
T2338	phos	5567	2893
T2339	phos	6416	6224
T2340	phos	5566	481
T2341	phos	5590	5687
T2342	phos	1198	10848
T2343	phos	5568	5924
T2344	phos	9263	5687
T2345	phos	1457	4205
T2346	phos	2872	9470
T2347	phos	660	7428
T2348	phos	5568	781
T2349	phos	5594	6720
T2350	phos	814	109
T2351	phos	9943	5906
T2352	phos	56924	55269
T2353	phos	5063	3984
T2354	phos	894	5934
T2355	phos	9263	10073
T2356	phos	157	120776
T2357	deph	5516	775
T2358	phos	6885	127933
T2359	phos	54861	11035
T2360	phos	6733	6426
T2361	phos	8550	55796
T2362	phos	51086	25771
T2363	phos	207	84991
T2364	phos	5563	5566
T2365	deph	8556	22933
T2366	phos	1022	7791
T2367	phos	157	341568
T2368	phos	157	121275
T2369	phos	817	783
T2370	deph	993	1017
T2371	deph	5533	1454
T2372	phos	1022	4089
T2373	phos	9263	60313
T2374	phos	6792	10472
T2375	deph	5532	51434
T2376	phos	5567	2932
T2377	phos	5567	9586
T2378	phos	369	1432
T2379	deph	5515	6608
T2380	deph	5529	786
T2381	phos	90	56957
T2382	phos	7482	8326
T2383	deph	5526	27092
T2384	deph	55012	6262
T2385	phos	207	5208
T2386	phos	1020	64410
T2387	phos	6198	3190
T2388	deph	5501	2905
T2389	phos	1457	7454
T2390	phos	5567	10368
T2391	phos	6787	51460
T2392	phos	6732	11331
T2393	phos	6792	60313
T2394	phos	92	2768
T2395	phos	7048	4193
T2396	phos	5594	2932
T2397	phos	1432	8048
T2398	phos	5599	5518
T2399	deph	55012	5502
T2400	phos	4751	8805
T2401	phos	1020	3280
T2402	phos	5567	2903
T2403	phos	5599	2353
T2404	phos	2868	1237
T2405	phos	1454	25937
T2406	deph	89801	51806
T2407	deph	5501	5778
T2408	deph	5522	59284
T2409	deph	5515	472
T2410	phos	50615	7297
T2411	phos	1459	3978
T2412	phos	5979	3190
T2413	phos	5568	6323
T2414	phos	5578	6000
T2415	deph	5771	3716
T2416	phos	10459	29945
T2417	deph	1844	5602
T2418	phos	23533	842
T2419	phos	5566	1616
T2420	phos	84254	602
T2421	phos	5593	27345
T2422	phos	1432	3316
T2423	deph	28227	207
T2424	phos	27102	4792
T2425	phos	5601	2354
T2426	deph	8556	9493
T2427	phos	157	390075
T2428	phos	1020	7515
T2429	phos	4752	23676
T2430	phos	6732	6426
T2431	phos	51086	581
T2432	phos	9252	1385
T2433	phos	6792	23283
T2434	phos	6196	3845
T2435	phos	157	283297
T2436	deph	1848	5602
T2437	phos	5594	8605
T2438	phos	157	401666
T2439	deph	5500	2890
T2440	phos	9263	57118
T2441	phos	7301	5335
T2442	phos	5058	728461
T2443	phos	7473	8323
T2444	phos	7048	5702
T2445	phos	9263	7507
T2446	deph	5519	785
T2447	phos	84254	27254
T2448	phos	157	119694
T2449	phos	9020	1147
T2450	phos	1019	7515
T2451	phos	5568	478
T2452	phos	8445	7726
T2453	phos	8798	6945
T2454	phos	5578	2785
T2455	phos	6732	639
T2456	phos	2475	6198
T2457	phos	5563	5599
T2458	phos	5567	2736
T2459	phos	89780	7855
T2460	phos	658	6945
T2461	phos	156	2017
T2462	phos	3570	7297
T2463	phos	817	59284
T2464	deph	5494	4086
T2465	phos	5604	5599
T2466	phos	11183	10273
T2467	phos	5578	3059
T2468	deph	5533	776
T2469	deph	5516	84152
T2470	phos	5595	2120
T2471	phos	5580	2077
T2472	phos	157	219960
T2473	phos	6198	56478
T2474	phos	51231	100506164
T2475	phos	7048	2274
T2476	phos	4752	3059
T2477	deph	5501	781
T2478	phos	204851	25920
T2479	phos	1432	841
T2480	phos	5599	7341
T2481	deph	5523	59283
T2482	deph	5515	5599
T2483	phos	5579	5594
T2484	phos	659	51701
T2485	phos	3718	5291
T2486	phos	5594	6196
T2487	phos	8798	10856
T2488	phos	10000	10667
T2489	phos	818	783
T2490	phos	4916	10019
T2491	deph	5515	55799
T2492	phos	5747	7518
T2493	deph	5500	10714
T2494	phos	5566	2892
T2495	deph	90673	5260
T2496	deph	5523	9254
T2497	phos	6198	22916
T2498	deph	4659	4636
T2499	deph	5537	6885
T2500	phos	8798	9733
T2501	phos	5601	8550
T2502	phos	3985	11269
T2503	deph	5516	4137
T2504	phos	9263	22864
T2505	phos	1454	100132074
T2506	phos	10420	56957
T2507	phos	147746	84812
T2508	phos	7048	326
T2509	phos	9252	140809
T2510	phos	2770	5599
T2511	phos	816	93589
T2512	deph	52	3643
T2513	phos	5594	9126
T2514	phos	5594	5887
T2515	phos	6195	10273
T2516	phos	4915	3667
T2517	phos	7480	8324
T2518	phos	7479	11211
T2519	phos	2444	9984
T2520	phos	2268	7533
T2521	phos	51701	2308
T2522	phos	2264	51808
T2523	phos	8986	51684
T2524	phos	5568	5747
T2525	phos	5593	27094
T2526	phos	8444	51460
T2527	deph	5522	6788
T2528	phos	7048	25898
T2529	phos	1022	8479
T2530	phos	8899	8805
T2531	phos	157	283694
T2532	phos	5578	55036
T2533	deph	55844	59284
T2534	deph	1852	5595
T2535	phos	5058	56911
T2536	phos	1196	4776
T2537	phos	6196	6047
T2538	phos	3480	5595
T2539	phos	5747	6464
T2540	deph	5529	9254
T2541	phos	5578	2764
T2542	phos	8445	29959
T2543	phos	207	285613
T2544	deph	58190	4088
T2545	phos	157	441911
T2546	phos	1452	4193
T2547	phos	5580	150084
T2548	phos	6197	468
T2549	phos	5593	3778
T2550	phos	29904	1938
T2551	phos	3594	7297
T2552	phos	2475	10000
T2553	phos	93	7726
T2554	deph	5494	5062
T2555	phos	1019	80095
T2556	phos	9020	6196
T2557	phos	1457	6741
T2558	phos	55359	6945
T2559	phos	657	3059
T2560	phos	9263	51008
T2561	phos	8576	10155
T2562	phos	5979	6774
T2563	phos	1457	4613
T2564	deph	5506	810
T2565	phos	157	26188
T2566	deph	5515	581
T2567	phos	163702	3716
T2568	phos	157	26707
T2569	phos	1020	7518
T2570	phos	815	54984
T2571	phos	815	4842
T2572	phos	156	1524
T2573	deph	5500	6790
T2574	phos	5613	2770
T2575	deph	5532	6554
T2576	deph	5533	8697
T2577	phos	6733	4188
T2578	phos	3716	5294
T2579	phos	4882	143471
T2580	phos	5566	1388
T2581	phos	5595	8605
T2582	phos	207	4188
T2583	phos	157	2149
T2584	phos	5568	3000
T2585	phos	8986	1820
T2586	phos	780	55616
T2587	phos	5568	2735
T2588	deph	78986	22920
T2589	phos	9263	8099
T2590	phos	2264	64410
T2591	phos	5568	93589
T2592	deph	29085	8360
T2593	deph	8555	996
T2594	phos	5599	3727
T2595	deph	5529	779
T2596	phos	6416	11035
T2597	phos	5578	119
T2598	phos	5601	8471
T2599	phos	7048	6196
T2600	phos	156	2357
T2601	phos	4140	5566
T2602	deph	5528	785
T2603	phos	2042	602
T2604	phos	8986	5567
T2605	deph	5534	29945
T2606	phos	29904	5511
T2607	phos	5163	5161
T2608	phos	7525	5970
T2609	deph	5515	6197
T2610	phos	157	441639
T2611	phos	4752	129401
T2612	phos	2042	140809
T2613	phos	10459	25847
T2614	phos	5592	775
T2615	phos	10298	6300
T2616	phos	4751	23676
T2617	phos	5566	862
T2618	phos	5593	778
T2619	phos	163688	5837
T2620	phos	4882	54877
T2621	phos	6733	127933
T2622	phos	157	390054
T2623	phos	6196	8048
T2624	phos	5566	8853
T2625	phos	2870	7852
T2626	phos	1019	2597
T2627	phos	5595	23648
T2628	phos	5578	55503
T2629	deph	5774	7415
T2630	phos	4893	5595
T2631	phos	7855	2776
T2632	phos	1020	9775
T2633	phos	5594	4893
T2634	deph	5523	778
T2635	phos	2268	9444
T2636	deph	89801	5255
T2637	phos	6198	56000
T2638	phos	3977	3716
T2639	phos	91	5599
T2640	phos	814	10921
T2641	phos	5566	10368
T2642	phos	3455	7297
T2643	deph	5516	596
T2644	phos	5608	56957
T2645	phos	1195	84153
T2646	phos	9134	1028
T2647	phos	157	219428
T2648	deph	5786	9564
T2649	deph	5516	5562
T2650	phos	5595	1050
T2651	phos	658	11035
T2652	deph	5520	27092
T2653	phos	1020	5702
T2654	phos	5578	5341
T2655	deph	5528	59283
T2656	phos	5156	25759
T2657	deph	5528	775
T2658	phos	2268	6258
T2659	deph	5500	27102
T2660	phos	816	2318
T2661	phos	5599	6722
T2662	phos	5567	778
T2663	phos	207	3300
T2664	phos	5747	660
T2665	phos	5567	3000
T2666	phos	6789	10848
T2667	phos	7478	8326
T2668	phos	699	326
T2669	phos	9263	9203
T2670	phos	1019	5933
T2671	phos	1195	6426
T2672	phos	157	391189
T2673	phos	340156	4636
T2674	phos	5592	27345
T2675	phos	816	9254
T2676	phos	157	283189
T2677	phos	9064	5606
T2678	phos	5295	10000
T2679	phos	157	254973
T2680	phos	204851	4149
T2681	phos	5567	466
T2682	phos	817	6262
T2683	phos	9891	5566
T2684	phos	2263	7791
T2685	phos	9134	5925
T2686	phos	818	4842
T2687	phos	8900	1870
T2688	deph	5515	6789
T2689	phos	5567	481
T2690	phos	6885	4776
T2691	phos	7478	7855
T2692	phos	815	778
T2693	phos	2869	1230
T2694	phos	7472	11211
T2695	phos	5582	2785
T2696	phos	81029	8323
T2697	phos	5578	7414
T2698	deph	1843	5601
T2699	deph	10106	4087
T2700	phos	6093	2549
T2701	phos	5582	2771
T2702	phos	5058	138151
T2703	phos	5584	56957
T2704	phos	6300	7867
T2705	phos	5613	2786
T2706	phos	157	26492
T2707	phos	6011	7852
T2708	phos	2444	8048
T2709	phos	6789	1407
T2710	phos	5578	51283
T2711	deph	57026	1072
T2712	phos	8440	57144
T2713	phos	6300	2309
T2714	phos	157	79544
T2715	phos	5289	4618
T2716	phos	51806	5837
T2717	phos	9134	1027
T2718	phos	7048	340719
T2719	phos	5347	51434
T2720	phos	5296	2932
T2721	phos	5602	11244
T2722	phos	5062	85366
T2723	phos	1195	4194
T2724	phos	1196	7580
T2725	deph	5525	10369
T2726	deph	5535	8881
T2727	phos	7006	10451
T2728	phos	9475	8394
T2729	phos	5568	55970
T2730	phos	5594	1612
T2731	phos	5606	1432
T2732	deph	5515	4609
T2733	phos	9252	10488
T2734	phos	5594	3845
T2735	deph	5532	4776
T2736	phos	5578	3845
T2737	deph	5801	5599
T2738	phos	5563	127933
T2739	phos	2868	2829
T2740	phos	51765	11178
T2741	phos	5567	5924
T2742	phos	9263	8048
T2743	phos	340156	93408
T2744	phos	29110	10856
T2745	phos	2264	55616
T2746	phos	5347	64506
T2747	phos	53632	1408
T2748	deph	89801	2997
T2749	phos	818	59285
T2750	phos	5601	602
T2751	phos	5592	148327
T2752	phos	122011	2735
T2753	phos	207	2268
T2754	phos	818	5566
T2755	deph	5523	785
T2756	phos	8798	9775
T2757	deph	5500	90993
T2758	phos	5129	4088
T2759	phos	5580	2033
T2760	phos	6198	2268
T2761	deph	5532	246184
T2762	phos	5578	7222
T2763	phos	5613	6323
T2764	phos	817	109
T2765	phos	7483	7976
T2766	deph	5521	781
T2767	phos	54899	4776
T2768	phos	4752	50485
T2769	phos	157	390093
T2770	deph	5516	784
T2771	phos	156	10663
T2772	phos	808	5837
T2773	phos	64109	7297
T2774	deph	5501	10369
T2775	phos	5579	2775
T2776	phos	6300	3727
T2777	phos	5582	58494
T2778	phos	84254	140809
T2779	phos	5599	2115
T2780	phos	5579	8877
T2781	deph	5533	821
T2782	phos	5568	59285
T2783	phos	8428	56165
T2784	phos	7473	7855
T2785	phos	9212	1674
T2786	phos	5599	10856
T2787	phos	10188	10152
T2788	deph	5501	6262
T2789	deph	5500	5580
T2790	phos	5601	3667
T2791	deph	5506	805
T2792	phos	5058	11244
T2793	deph	5516	790
T2794	phos	5562	7249
T2795	phos	5600	1649
T2796	phos	5613	3000
T2797	phos	4214	8517
T2798	phos	55681	2268
T2799	deph	5534	4776
T2800	phos	815	9254
T2801	phos	5594	3977
T2802	phos	5595	4137
T2803	deph	5501	6789
T2804	phos	100533105	2308
T2805	phos	157	729759
T2806	phos	5580	6199
T2807	phos	9252	468
T2808	phos	7297	6601
T2809	phos	3055	2212
T2810	phos	157	390151
T2811	phos	116379	3718
T2812	phos	5894	5600
T2813	phos	5588	10657
T2814	phos	5602	4205
T2815	phos	2268	5294
T2816	phos	4915	10019
T2817	deph	84867	5595
T2818	phos	5568	2905
T2819	deph	1850	5603
T2820	deph	5526	783
T2821	phos	5613	148327
T2822	phos	9113	5518
T2823	deph	5500	6261
T2824	phos	6885	11035
T2825	phos	9113	1647
T2826	phos	7483	8325
T2827	phos	9020	8517
T2828	phos	5603	100132074
T2829	phos	91754	4193
T2830	phos	1196	6427
T2831	phos	55681	92181
T2832	phos	127933	1027
T2833	deph	5516	776
T2834	phos	10420	54984
T2835	deph	5519	10000
T2836	deph	5516	59284
T2837	phos	5599	7507
T2838	phos	4752	1820
T2839	deph	8556	51343
T2840	phos	5747	6455
T2841	phos	8428	55616
T2842	phos	51086	28984
T2843	phos	157	391191
T2844	phos	157	390442
T2845	phos	157	390883
T2846	deph	84867	5600
T2847	phos	5578	10011
T2848	phos	5567	1388
T2849	phos	3718	6773
T2850	phos	5600	9261
T2851	phos	6558	5613
T2852	phos	4752	84153
T2853	phos	5597	10611
T2854	phos	29110	3315
T2855	phos	2042	9322
T2856	phos	157	340980
T2857	phos	6093	4633
T2858	phos	90	4086
T2859	phos	5604	5594
T2860	phos	5602	2354
T2861	phos	5613	7494
T2862	phos	5579	58494
T2863	phos	4921	5580
T2864	deph	90673	2997
T2865	phos	1454	7458
T2866	phos	157	26659
T2867	phos	6792	51406
T2868	phos	5894	1975
T2869	phos	5592	3778
T2870	phos	1195	25898
T2871	deph	5509	808
T2872	deph	5501	2998
T2873	deph	5526	10000
T2874	phos	5578	5335
T2875	phos	55359	55796
T2876	deph	1849	5602
T2877	phos	6788	164153
T2878	phos	5598	9322
T2879	deph	5500	6789
T2880	phos	2264	7490
T2881	phos	5580	3059
T2882	phos	157	504191
T2883	phos	5563	84254
T2884	phos	816	6331
T2885	phos	5565	2308
T2886	phos	2263	9760
T2887	phos	5590	4678
T2888	deph	5516	6195
T2889	phos	9252	5566
T2890	phos	207	83605
T2891	deph	55012	781
T2892	deph	1850	5595
T2893	phos	3784	109
T2894	phos	89780	8324
T2895	phos	808	5834
T2896	phos	2260	302
T2897	deph	5532	29945
T2898	deph	5532	775
T2899	phos	10000	5208
T2900	phos	1019	5525
T2901	phos	7048	65056
T2902	phos	3265	5603
T2903	deph	90673	163688
T2904	deph	5520	59284
T2905	phos	1019	29068
T2906	phos	9263	5511
T2907	phos	5568	7494
T2908	phos	157	125962
T2909	phos	131890	153
T2910	phos	6093	8396
T2911	phos	2263	55320
T2912	deph	5525	93589
T2913	deph	100506012	4217
T2914	phos	5562	4303
T2915	phos	1020	11331
T2916	phos	5582	2791
T2917	phos	6787	4084
T2918	deph	5520	59283
T2919	phos	157	26245
T2920	phos	10000	1147
T2921	phos	387	1073
T2922	phos	2444	79109
T2923	phos	5058	91947
T2924	deph	5519	6199
T2925	phos	5567	2775
T2926	phos	5578	4082
T2927	phos	207	11116
T2928	phos	2475	25989
T2929	phos	7525	25771
T2930	deph	1847	1432
T2931	phos	157	390261
T2932	phos	5880	5599
T2933	phos	5566	25824
T2934	phos	5871	92181
T2935	phos	5590	23451
T2936	phos	613	399694
T2937	phos	1020	4188
T2938	phos	6733	4776
T2939	deph	5533	51529
T2940	phos	815	6330
T2941	phos	9475	2549
T2942	phos	2042	1326
T2943	phos	7048	602
T2944	phos	5594	4137
T2945	phos	5590	1616
T2946	phos	1022	5519
T2947	phos	7479	7855
T2948	phos	5292	79927
T2949	phos	3568	3716
T2950	deph	5516	51564
T2951	phos	9212	100506164
T2952	phos	3265	5594
T2953	phos	5568	148327
T2954	phos	5062	5604
T2955	phos	660	94104
T2956	phos	9263	6757
T2957	phos	7479	8326
T2958	phos	1022	54984
T2959	phos	10420	8805
T2960	phos	1022	6601
T2961	phos	2932	6615
T2962	phos	2268	3059
T2963	deph	5516	27091
T2964	phos	658	11331
T2965	phos	898	5925
T2966	phos	2932	9322
T2967	deph	5515	286151
T2968	deph	5501	4637
T2969	phos	9263	8031
T2970	phos	131890	1232
T2971	phos	1195	65982
T2972	phos	8798	10963
T2973	phos	8986	2023
T2974	phos	3459	3718
T2975	phos	5579	10681
T2976	deph	5516	8355
T2977	phos	157	390174
T2978	phos	5583	83700
T2979	deph	55844	785
T2980	phos	2047	64410
T2981	phos	207	56950
T2982	phos	5584	9775
T2983	phos	1452	2736
T2984	phos	1454	204
T2985	phos	6732	3190
T2986	phos	5871	2665
T2987	deph	1845	3643
T2988	phos	5879	5601
T2989	deph	5792	8471
T2990	deph	5516	150084
T2991	phos	3575	7297
T2992	phos	5613	115
T2993	phos	5579	2785
T2994	phos	1020	5598
T2995	phos	1459	9111
T2996	phos	84254	53632
T2997	phos	817	7442
T2998	phos	5613	5924
T2999	phos	5594	7343
T3000	phos	2770	5602
T3001	phos	5567	783
T3002	phos	127933	7791
T3003	phos	157	392390
T3004	deph	5515	51135
T3005	phos	51701	83439
T3006	phos	9263	2625
T3007	phos	4882	92181
T3008	deph	5533	29945
T3009	phos	147746	6196
T3010	phos	817	779
T3011	phos	7484	8322
T3012	deph	5529	27092
T3013	deph	5515	5604
T3014	phos	1196	22916
T3015	phos	5595	596
T3016	phos	5567	109
T3017	phos	9180	7297
T3018	phos	157	81696
T3019	phos	5566	784
T3020	phos	207	2931
T3021	deph	5515	782
T3022	phos	29110	7533
T3023	phos	8428	4188
T3024	phos	7474	7976
T3025	deph	5522	25937
T3026	phos	1457	997
T3027	phos	5599	4303
T3028	phos	8444	3059
T3029	phos	6792	79050
T3030	phos	6885	5601
T3031	phos	7477	7976
T3032	phos	5613	59284
T3033	phos	5566	2785
T3034	phos	5871	5554
T3035	phos	80326	8321
T3036	deph	5782	9564
T3037	phos	8569	56957
T3038	deph	10217	4086
T3039	phos	6789	2309
T3040	phos	65125	5528
T3041	phos	10298	5894
T3042	phos	5566	10273
T3043	phos	7481	8324
T3044	phos	6011	1237
T3045	deph	5518	5590
T3046	phos	7475	8321
T3047	phos	8986	55320
T3048	phos	1111	993
T3049	phos	3702	10451
T3050	deph	5495	6885
T3051	phos	6787	55760
T3052	phos	7048	387082
T3053	phos	5595	3977
T3054	phos	8550	7812
T3055	phos	5566	478
T3056	phos	5595	2100
T3057	phos	157	81470
T3058	phos	3587	3718
T3059	deph	11221	5601
T3060	phos	4752	3315
T3061	phos	6795	745
T3062	phos	7473	7976
T3063	phos	131890	7852
T3064	deph	5515	814
T3065	deph	5515	5580
T3066	deph	5527	783
T3067	phos	6792	745
T3068	phos	5593	1388
T3069	deph	5500	79054
T3070	phos	780	7580
T3071	phos	5613	483
T3072	deph	55844	9254
T3073	deph	5506	5256
T3074	phos	5590	55616
T3075	phos	5582	8877
T3076	phos	53832	3718
T3077	phos	5753	10856
T3078	phos	6558	5568
T3079	phos	6733	6196
T3080	phos	2264	8048
T3081	phos	2264	5970
T3082	phos	4915	6464
T3083	phos	5610	11200
T3084	phos	815	5580
T3085	phos	9263	10848
T3086	phos	5598	5566
T3087	phos	157	440153
T3088	phos	369	4194
T3089	phos	6198	84254
T3090	deph	5531	81565
T3091	phos	5894	7791
T3092	phos	2869	8853
T3093	phos	6885	5608
T3094	phos	658	56957
T3095	phos	157	343169
T3096	phos	5058	5566
T3097	phos	7478	2535
T3098	phos	10454	5602
T3099	phos	2776	1857
T3100	phos	5566	23367
T3101	phos	5594	1198
T3102	deph	5521	10000
T3103	phos	369	4154
T3104	phos	7472	8321
T3105	phos	4882	5878
T3106	phos	2775	1856
T3107	deph	5520	783
T3108	phos	5613	2790
T3109	phos	4233	2549
T3110	deph	5525	775
T3111	phos	6794	5571
T3112	phos	5753	7514
T3113	phos	5566	466
T3114	phos	11200	745
T3115	phos	7484	7976
T3116	phos	7867	4618
T3117	phos	2932	6601
T3118	phos	5568	115
T3119	phos	9475	200576
T3120	phos	7525	2241
T3121	phos	5592	10242
T3122	phos	157	346517
T3123	phos	1019	84254
T3124	phos	3568	7297
T3125	phos	898	29945
T3126	phos	1019	4775
T3127	phos	55872	11244
T3128	phos	815	8048
T3129	phos	1020	8805
T3130	phos	8550	64410
T3131	phos	1020	3059
T3132	phos	91754	7791
T3133	phos	10000	2932
T3134	phos	5594	6093
T3135	phos	9475	4633
T3136	phos	25989	7791
T3137	phos	1019	10657
T3138	phos	5347	993
T3139	phos	5566	31
T3140	phos	5292	27254
T3141	phos	5610	1965
T3142	phos	10420	51426
T3143	phos	5295	2932
T3144	phos	157	119765
T3145	phos	7189	5602
T3146	phos	150094	30819
T3147	deph	5521	27092
T3148	phos	7525	7533
T3149	phos	8550	5594
T3150	phos	9212	5187
T3151	phos	156	7852
T3152	phos	9212	23604
T3153	phos	5566	1080
T3154	deph	5778	5602
T3155	phos	1020	11183
T3156	phos	1019	7343
T3157	deph	5518	9254
T3158	phos	10188	1455
T3159	phos	9263	147808
T3160	phos	5058	6196
T3161	phos	9252	127933
T3162	phos	3845	5595
T3163	deph	5515	818
T3164	phos	4915	399694
T3165	phos	6416	6256
T3166	phos	3643	868
T3167	deph	11221	1432
T3168	deph	5529	784
T3169	phos	157	79345
T3170	phos	8798	10073
T3171	phos	81029	11211
T3172	phos	9263	25850
T3173	phos	91	4194
T3174	deph	5501	835
T3175	phos	5566	2775
T3176	phos	3611	1974
T3177	phos	5578	2788
T3178	phos	9133	5347
T3179	phos	5582	5335
T3180	phos	5603	3726
T3181	phos	83903	11178
T3182	phos	8440	5063
T3183	phos	51086	8725
T3184	phos	152110	9322
T3185	phos	5594	4609
T3186	phos	5058	30827
T3187	phos	157	219874
T3188	phos	91754	10152
T3189	phos	58985	7297
T3190	phos	5566	59345
T3191	phos	5595	54984
T3192	phos	5563	1820
T3193	phos	1017	100132074
T3194	deph	54776	4633
T3195	deph	5537	6790
T3196	phos	157	254786
T3197	phos	10454	5599
T3198	phos	4915	10603
T3199	phos	5608	5600
T3200	deph	5509	810
T3201	phos	5610	4793
T3202	deph	5521	9254
T3203	phos	9252	660
T3204	phos	207	55746
T3205	phos	5566	7514
T3206	phos	5568	786
T3207	phos	7477	8325
T3208	phos	157	26683
T3209	deph	28227	55799
T3210	deph	79660	2997
T3211	phos	84254	5702
T3212	phos	10459	246184
T3213	deph	5500	4633
T3214	phos	9020	2869
T3215	phos	6789	5888
T3216	phos	5747	5923
T3217	phos	29959	55796
T3218	phos	5613	1388
T3219	phos	11200	7791
T3220	phos	5568	2787
T3221	phos	5058	340156
T3222	phos	9212	7515
T3223	phos	10188	54984
T3224	deph	5506	5261
T3225	phos	3985	1072
T3226	phos	10188	815
T3227	phos	6196	7336
T3228	deph	5519	150084
T3229	phos	5599	10524
T3230	phos	6732	6428
T3231	phos	140609	55796
T3232	phos	1457	3054
T3233	phos	5602	2308
T3234	phos	84254	10848
T3235	phos	5567	7494
T3236	phos	51086	10856
T3237	phos	5592	2969
T3238	phos	2690	3716
T3239	phos	2260	1656
T3240	deph	5521	93589
T3241	phos	5568	10368
T3242	phos	5058	2268
T3243	phos	6794	6881
T3244	phos	5062	5894
T3245	phos	53944	252884
T3246	phos	1432	10137
T3247	phos	7473	8325
T3248	phos	5292	5906
T3249	deph	5518	10368
T3250	phos	89780	8323
T3251	deph	5519	783
T3252	phos	5595	6188
T3253	deph	5533	54434
T3254	phos	5058	4776
T3255	phos	157	119692
T3256	deph	1847	5602
T3257	phos	6196	8853
T3258	phos	8550	4869
T3259	phos	5580	65108
T3260	phos	5578	2787
T3261	phos	7525	92181
T3262	phos	1457	5305
T3263	phos	5566	648044
T3264	phos	55681	83541
T3265	phos	5747	4089
T3266	phos	157	81341
T3267	phos	1326	1111
T3268	phos	9212	4194
T3269	phos	284086	4088
T3270	phos	5747	399694
T3271	phos	1459	54984
T3272	phos	157	3579
T3273	phos	9252	3059
T3274	phos	2931	1025
T3275	deph	8555	51343
T3276	phos	157	390148
T3277	phos	85366	4636
T3278	phos	9263	7458
T3279	phos	7048	28984
T3280	phos	5613	785
T3281	phos	157	390037
T3282	phos	51231	23583
T3283	phos	2870	2833
T3284	phos	5599	2354
T3285	phos	156	1233
T3286	deph	5501	783
T3287	phos	5599	8031
T3288	phos	2932	56957
T3289	phos	3643	23624
T3290	phos	5567	6323
T3291	phos	22800	5595
T3292	deph	5518	6788
T3293	deph	5523	59285
T3294	deph	8556	51529
T3295	phos	1453	4193
T3296	phos	3718	5293
T3297	phos	2264	5906
T3298	phos	6198	1820
T3299	phos	814	3751
T3300	phos	818	781
T3301	phos	10000	9882
T3302	deph	5509	2997
T3303	phos	100533105	4303
T3304	deph	5494	8312
T3305	phos	1457	7088
T3306	deph	55012	775
T3307	phos	6446	3059
T3308	phos	440275	4792
T3309	phos	1438	7297
T3310	deph	79660	5256
T3311	phos	814	2033
T3312	phos	6885	10856
T3313	phos	10494	5580
T3314	phos	8445	23676
T3315	phos	3611	207
T3316	phos	8798	9667
T3317	phos	5590	8471
T3318	phos	5588	25780
T3319	deph	11221	5599
T3320	phos	84335	2475
T3321	deph	5525	783
T3322	phos	6789	4303
T3323	phos	7480	8322
T3324	phos	5566	84254
T3325	phos	5058	2869
T3326	phos	54861	661
T3327	deph	5791	5595
T3328	deph	5516	818
T3329	phos	5578	2786
T3330	phos	673	5599
T3331	deph	89801	5260
T3332	phos	816	5566
T3333	phos	4214	5602
T3334	phos	91807	4633
T3335	deph	5515	8312
T3336	phos	89780	2535
T3337	phos	5613	2775
T3338	deph	1846	1432
T3339	phos	6788	7428
T3340	phos	5613	5908
T3341	deph	5515	5933
T3342	phos	9263	29066
T3343	phos	1432	8550
T3344	phos	1196	7791
T3345	phos	1454	2737
T3346	phos	1459	84254
T3347	phos	207	862
T3348	phos	5613	23439
T3349	phos	7297	6774
T3350	phos	658	1407
T3351	phos	83903	326
T3352	deph	55844	5502
T3353	phos	157	4988
T3354	deph	5523	27092
T3355	phos	8550	6300
