Transition_ID	Relation	Left	Right
T5546	phos	157	403253
T5547	phos	5566	482
T5548	deph	5522	27092
T5549	phos	660	55796
T5550	phos	10746	5606
T5551	phos	2042	11190
T5552	phos	5062	10746
T5553	phos	5580	83700
T5554	phos	1196	10212
T5555	phos	7477	8323
T5556	phos	1020	322
T5557	phos	1019	3978
T5558	phos	157	121129
T5559	phos	780	51426
T5560	phos	5566	3398
T5561	phos	5567	2788
T5562	phos	5578	5663
T5563	phos	6733	6427
T5564	deph	5500	5350
T5565	phos	5585	55616
T5566	deph	84867	6300
T5567	phos	1019	91442
T5568	phos	5566	5511
T5569	phos	157	390201
T5570	phos	818	775
T5571	phos	5568	491
T5572	phos	1196	5702
T5573	phos	8440	10298
T5574	phos	1022	4776
T5575	phos	5584	10152
T5576	deph	5516	5584
T5577	phos	5580	1820
T5578	phos	1020	10152
T5579	phos	89780	8325
T5580	phos	55681	2017
T5581	phos	7482	8325
T5582	deph	5526	27091
T5583	phos	5062	4215
T5584	deph	5519	59285
T5585	deph	5516	8356
T5586	phos	207	64410
T5587	deph	5501	2906
T5588	phos	5566	490
T5589	phos	10459	8881
T5590	phos	5590	23367
T5591	phos	11035	2203
T5592	phos	10188	5979
T5593	phos	5566	2906
T5594	phos	1457	2071
T5595	deph	5527	207
T5596	phos	56924	4776
T5597	phos	5289	54984
T5598	phos	5578	6237
T5599	phos	1432	3727
T5600	phos	5594	2268
T5601	phos	29110	1788
T5602	phos	6788	26524
T5603	deph	5520	10413
T5604	phos	1022	5914
T5605	deph	5535	4775
T5606	phos	5567	2902
T5607	phos	5566	9586
T5608	deph	5522	59283
T5609	phos	157	81061
T5610	phos	5292	10856
T5611	phos	9212	5702
T5612	phos	5582	55970
T5613	phos	157	138803
T5614	deph	79660	2998
T5615	deph	5501	5580
T5616	deph	1844	5603
T5617	phos	2869	660
T5618	phos	1019	57804
T5619	phos	1196	7538
T5620	phos	5058	668
T5621	phos	150094	7791
T5622	deph	5507	808
T5623	phos	3716	6774
T5624	phos	6732	4194
T5625	phos	5601	2353
T5626	phos	207	8031
T5627	phos	4882	48
T5628	phos	5583	150084
T5629	phos	157	119682
T5630	phos	5578	5587
T5631	phos	5290	2932
T5632	phos	3643	6464
T5633	phos	5563	4303
T5634	phos	4342	5604
T5635	phos	5594	55746
T5636	phos	3590	7297
T5637	deph	5525	785
T5638	deph	1848	5603
T5639	phos	9252	64764
T5640	deph	5533	4137
T5641	phos	5347	54984
T5642	phos	157	401667
T5643	phos	5598	4205
T5644	phos	157	2833
T5645	phos	6795	11178
T5646	phos	7473	8322
T5647	phos	5566	115
T5648	deph	5519	786
T5649	deph	9021	3643
T5650	phos	1457	1983
T5651	phos	3611	26472
T5652	deph	5522	93589
T5653	phos	5580	5037
T5654	phos	207	84699
T5655	phos	7048	1398
T5656	phos	5594	5058
T5657	phos	157	219417
T5658	phos	5566	28984
T5659	phos	5590	119
T5660	phos	4915	25759
T5661	phos	5567	2737
T5662	phos	5613	5747
T5663	phos	6788	92597
T5664	phos	2444	10362
T5665	phos	5613	5906
T5666	deph	5500	779
T5667	phos	54899	56270
T5668	phos	817	5566
T5669	phos	1457	6722
T5670	deph	5533	4776
T5671	phos	1454	79760
T5672	phos	545	11200
T5673	phos	5595	100137049
T5674	phos	85366	4633
T5675	phos	1022	3306
T5676	phos	5595	10018
T5677	phos	1432	2005
T5678	deph	5494	5295
T5679	phos	1457	6925
T5680	phos	5347	6196
T5681	phos	9263	25898
T5682	phos	780	100506164
T5683	phos	5058	5604
T5684	phos	5599	7319
T5685	phos	5347	29945
T5686	phos	9263	7518
T5687	deph	84867	578
T5688	phos	9149	86614
T5689	phos	5602	7791
T5690	phos	5579	5595
T5691	phos	2264	140809
T5692	phos	3718	5296
T5693	phos	2932	2998
T5694	phos	166614	4776
T5695	phos	204851	3059
T5696	phos	5590	51552
T5697	phos	2869	2833
T5698	deph	5516	8877
T5699	phos	818	782
T5700	phos	84254	26135
T5701	phos	84254	4194
T5702	phos	3572	3716
T5703	phos	8798	54862
T5704	phos	157	219986
T5705	phos	5566	2893
T5706	phos	340371	8863
T5707	phos	5603	2354
T5708	deph	5515	1454
T5709	phos	658	64410
T5710	phos	5058	8874
T5711	phos	10000	5894
T5712	phos	5568	84699
T5713	phos	9451	4792
T5714	phos	1457	85437
T5715	phos	6198	11116
T5716	phos	8550	25771
T5717	phos	8798	5887
T5718	phos	5613	6330
T5719	phos	225689	2268
T5720	phos	5568	10488
T5721	phos	51086	4188
T5722	deph	8556	1027
T5723	deph	5500	5261
T5724	phos	5563	51406
T5725	phos	7478	8321
T5726	phos	817	93589
T5727	phos	4214	5608
T5728	phos	8445	8479
T5729	phos	22983	55616
T5730	deph	5515	5584
T5731	phos	7048	2268
T5732	deph	5529	55799
T5733	deph	5516	815
T5734	phos	2932	5970
T5735	phos	6198	11331
T5736	phos	3581	3716
T5737	phos	2268	6426
T5738	phos	1454	11244
T5739	phos	9475	3984
T5740	deph	7803	11016
T5741	deph	9647	5058
T5742	deph	11266	2645
T5743	phos	7048	5316
T5744	deph	5501	10488
T5745	deph	55844	59285
T5746	phos	50615	3716
T5747	deph	5778	1432
T5748	phos	6794	100132074
T5749	deph	1852	5594
T5750	phos	65125	4776
T5751	phos	7048	4087
T5752	phos	3480	5594
T5753	phos	5566	116444
T5754	deph	5519	51135
T5755	phos	5566	493
T5756	phos	10298	9459
T5757	deph	5523	27091
T5758	deph	5529	27091
T5759	phos	5593	3779
T5760	deph	5532	2932
T5761	phos	5598	1025
T5762	phos	5590	6199
T5763	deph	5516	8350
T5764	phos	6794	57787
T5765	phos	2869	28984
T5766	phos	5594	2887
T5767	phos	8576	10856
T5768	phos	5594	4776
T5769	phos	1196	84254
T5770	phos	6794	2011
T5771	phos	5594	9252
T5772	phos	5566	3753
T5773	phos	5568	775
T5774	phos	5582	94235
T5775	phos	10000	10488
T5776	phos	3716	5295
T5777	phos	5567	84152
T5778	phos	3454	3718
T5779	phos	8798	51010
T5780	phos	5566	1387
T5781	deph	55844	10368
T5782	phos	157	219952
T5783	phos	91807	10627
T5784	phos	1456	26528
T5785	phos	5567	93589
T5786	phos	4296	6416
T5787	phos	55681	94104
T5788	phos	9212	51406
T5789	deph	4660	4637
T5790	deph	5515	1025
T5791	phos	5590	1820
T5792	phos	5747	87
T5793	phos	2869	2826
T5794	deph	29085	8361
T5795	phos	157	285659
T5796	phos	5599	3726
T5797	phos	1019	9444
T5798	phos	814	9586
T5799	deph	5518	286151
T5800	phos	2870	1237
T5801	phos	157	196335
T5802	phos	157	219438
T5803	deph	5528	786
T5804	deph	5792	5792
T5805	phos	147746	10133
T5806	phos	8576	9341
T5807	phos	7471	8321
T5808	phos	1457	1027
T5809	phos	85366	11035
T5810	phos	2444	29118
T5811	phos	369	5603
T5812	phos	5566	863
T5813	phos	5593	779
T5814	phos	5594	100137049
T5815	phos	1457	7515
T5816	phos	8444	54386
T5817	phos	6885	1616
T5818	phos	5568	2890
T5819	phos	85366	93408
T5820	deph	1849	5594
T5821	phos	6011	2833
T5822	phos	1459	2017
T5823	phos	6196	1445
T5824	phos	810	5837
T5825	phos	5578	2775
T5826	phos	4342	8805
T5827	phos	818	2890
T5828	phos	5578	1465
T5829	deph	5523	779
T5830	phos	659	8048
T5831	phos	83694	2869
T5832	phos	8986	9203
T5833	phos	2869	1524
T5834	phos	8767	5595
T5835	deph	5515	10369
T5836	phos	5567	59285
T5837	phos	11035	197259
T5838	phos	10298	8874
T5839	phos	5602	8471
T5840	phos	56924	85366
T5841	phos	157	1237
T5842	phos	8444	3978
T5843	phos	4342	55796
T5844	deph	23645	1965
T5845	deph	5516	93589
T5846	phos	7048	4092
T5847	phos	8798	6050
T5848	phos	5579	22808
T5849	phos	157	155
T5850	deph	52	5747
T5851	deph	28227	776
T5852	phos	8798	55109
T5853	phos	157	219959
T5854	phos	5579	94235
T5855	phos	157	390113
T5856	phos	4342	9088
T5857	deph	2138	5430
T5858	phos	157	81309
T5859	phos	1457	11124
T5860	phos	5584	3996
T5861	phos	91754	56478
T5862	phos	9263	2023
T5863	phos	5594	80824
T5864	deph	8493	3014
T5865	phos	673	5601
T5866	phos	157	219431
T5867	phos	9475	93408
T5868	phos	8550	1616
T5869	phos	5593	64764
T5870	phos	10459	10393
T5871	phos	3480	1398
T5872	deph	26469	2909
T5873	phos	8900	1871
T5874	deph	5515	6788
T5875	phos	5594	2017
T5876	phos	5567	480
T5877	phos	818	995
T5878	deph	90673	808
T5879	phos	207	9586
T5880	phos	814	488
T5881	phos	51384	8324
T5882	phos	5582	2786
T5883	phos	81029	8322
T5884	deph	5507	2997
T5885	phos	3702	4776
T5886	phos	5594	4090
T5887	phos	157	138881
T5888	phos	5582	4893
T5889	phos	1020	4193
T5890	phos	5566	776
T5891	deph	5500	995
T5892	phos	6011	6010
T5893	phos	5603	4208
T5894	deph	5500	10627
T5895	phos	10420	1072
T5896	phos	207	56270
T5897	phos	7301	2268
T5898	phos	1017	1457
T5899	phos	157	341418
T5900	deph	55844	10413
T5901	phos	11213	10155
T5902	phos	51086	10963
T5903	phos	5613	116444
T5904	phos	1022	64859
T5905	phos	3055	23533
T5906	phos	5566	2737
T5907	phos	6885	1147
T5908	phos	5604	5601
T5909	phos	1445	5566
T5910	phos	10783	8048
T5911	phos	6300	2308
T5912	phos	5595	148327
T5913	phos	157	441608
T5914	phos	51806	5834
T5915	phos	1445	2017
T5916	phos	6195	468
T5917	deph	248	8329
T5918	phos	156	3398
T5919	phos	1196	10137
T5920	phos	6011	2826
T5921	phos	5566	10369
T5922	phos	1454	602
T5923	phos	5566	9391
T5924	phos	2932	1808
T5925	phos	5578	7037
T5926	phos	5563	8805
T5927	phos	9475	8395
T5928	phos	1457	7421
T5929	deph	5525	59284
T5930	deph	28227	779
T5931	phos	5613	3753
T5932	phos	5590	3059
T5933	phos	157	347168
T5934	phos	4751	1398
T5935	phos	55681	1192
T5936	phos	5599	322
T5937	deph	5532	4775
T5938	phos	4751	140809
T5939	phos	7484	11211
T5940	deph	5801	5598
T5941	phos	157	403278
T5942	phos	9475	29895
T5943	deph	5519	776
T5944	phos	4751	27254
T5945	phos	5590	8660
T5946	phos	7048	51552
T5947	phos	5871	10273
T5948	phos	699	91661
T5949	deph	5516	472
T5950	phos	7048	3306
T5951	deph	10106	4086
T5952	phos	7048	5687
T5953	phos	5062	9459
T5954	phos	53904	55796
T5955	phos	2775	1857
T5956	phos	9113	25937
T5957	phos	409	7852
T5958	phos	1195	10848
T5959	phos	1020	2268
T5960	phos	8428	10783
T5961	phos	11200	6945
T5962	phos	5613	2890
T5963	deph	5523	784
T5964	phos	1022	86614
T5965	phos	157	81285
T5966	phos	5058	5223
T5967	deph	5501	805
T5968	deph	5535	51529
T5969	deph	5501	59284
T5970	phos	9149	162655
T5971	phos	5599	7529
T5972	phos	1019	10011
T5973	phos	207	81608
T5974	phos	85366	252884
T5975	phos	51384	7855
T5976	phos	5613	2788
T5977	phos	5593	90993
T5978	phos	5568	1385
T5979	phos	5058	1616
T5980	deph	5516	6885
T5981	phos	200186	207
T5982	phos	27	10572
T5983	phos	6792	10011
T5984	phos	9212	55796
T5985	phos	5580	25937
T5986	phos	1022	6118
T5987	phos	1022	55746
T5988	phos	5580	3985
T5989	phos	6011	2829
T5990	phos	1457	23636
T5991	phos	29110	5970
T5992	phos	9212	54738
T5993	phos	1019	9203
T5994	phos	11200	23676
T5995	deph	8556	8697
T5996	phos	5562	5599
T5997	phos	6198	55616
T5998	phos	157	390323
T5999	phos	157	254879
T6000	phos	658	2869
T6001	phos	3784	115
T6002	phos	51422	1407
T6003	phos	816	786
T6004	phos	5578	2770
T6005	phos	5595	283748
T6006	deph	5515	5525
T6007	phos	5594	2353
T6008	phos	5566	4775
T6009	phos	6795	5326
T6010	phos	207	100132074
T6011	phos	5603	1195
T6012	phos	5567	5132
T6013	phos	5894	5601
T6014	phos	818	27091
T6015	phos	85366	29895
T6016	phos	6196	10741
T6017	phos	116379	7297
T6018	deph	84867	5594
T6019	phos	5568	2902
T6020	deph	1850	5602
T6021	phos	8445	28984
T6022	phos	5599	26273
T6023	deph	5500	6262
T6024	phos	6198	3297
T6025	deph	8493	1111
T6026	phos	5562	2475
T6027	deph	5526	59285
T6028	deph	5522	783
T6029	phos	5156	5336
T6030	phos	157	26532
T6031	phos	91807	140465
T6032	phos	147746	6945
T6033	deph	5516	59285
T6034	phos	10298	10657
T6035	phos	2264	4776
T6036	phos	2268	4869
T6037	phos	3953	7297
T6038	phos	157	338662
T6039	phos	91754	6945
T6040	phos	5593	10488
T6041	phos	5598	57369
T6042	phos	3977	7297
T6043	phos	6199	1975
T6044	phos	157	391192
T6045	phos	157	390445
T6046	phos	157	390882
T6047	phos	139728	5528
T6048	deph	84867	5603
T6049	phos	3718	6774
T6050	phos	5593	10335
T6051	phos	5578	10073
T6052	phos	4882	5831
T6053	phos	5578	5502
T6054	phos	90	11059
T6055	phos	90	4087
T6056	phos	5613	2735
T6057	phos	8322	2775
T6058	phos	8798	22950
T6059	phos	3055	5294
T6060	phos	5291	2932
T6061	phos	5613	93589
T6062	phos	157	26658
T6063	phos	23678	4303
T6064	deph	5771	6777
T6065	phos	4752	94104
T6066	phos	2444	10856
T6067	deph	5500	6608
T6068	deph	5501	2997
T6069	phos	7272	5929
T6070	phos	122011	55616
T6071	phos	8798	11165
T6072	phos	1432	4208
T6073	phos	4882	94104
T6074	phos	5601	122953
T6075	phos	2260	9213
T6076	deph	1849	5601
T6077	deph	5500	11190
T6078	deph	249	8336
T6079	phos	2268	9322
T6080	phos	816	6330
T6081	phos	640	10657
T6082	deph	5533	2932
T6083	phos	5618	3718
T6084	deph	9647	815
T6085	phos	2011	1385
T6086	phos	147746	65056
T6087	deph	5523	55799
T6088	phos	5601	4193
T6089	phos	5595	6195
T6090	phos	84254	23676
T6091	deph	5526	776
T6092	phos	5582	6237
T6093	deph	55012	786
T6094	deph	1850	5594
T6095	phos	5580	4082
T6096	phos	163702	7297
T6097	phos	1195	57573
T6098	phos	5563	9203
T6099	phos	8986	57057
T6100	phos	93	5579
T6101	deph	5520	10000
T6102	phos	5594	100132074
T6103	deph	5516	5058
T6104	deph	5532	776
T6105	phos	2932	10488
T6106	phos	7476	8321
T6107	deph	1848	6300
T6108	deph	29085	8370
T6109	phos	11200	4193
T6110	deph	5501	778
T6111	deph	5527	778
T6112	phos	157	125963
T6113	phos	6093	8395
T6114	phos	1020	6196
T6115	phos	3718	23533
T6116	phos	658	1455
T6117	deph	5500	818
T6118	phos	5578	158931
T6119	phos	660	10948
T6120	phos	6197	5518
T6121	phos	5582	2790
T6122	phos	5600	2353
T6123	phos	4914	10603
T6124	phos	1453	2736
T6125	phos	207	1112
T6126	deph	5516	10000
T6127	phos	5156	6464
T6128	phos	7478	8322
T6129	phos	816	2890
T6130	phos	5127	93
T6131	phos	3601	7297
T6132	deph	5518	10000
T6133	phos	2057	3718
T6134	phos	157	390260
T6135	phos	5613	5350
T6136	phos	1457	2042
T6137	deph	5501	84699
T6138	phos	1022	2017
T6139	phos	658	11116
T6140	phos	29110	4193
T6141	phos	2932	5909
T6142	phos	5602	4775
T6143	phos	91754	140609
T6144	phos	815	6331
T6145	deph	5522	5502
T6146	phos	5566	9904
T6147	phos	6300	9261
T6148	phos	5566	84152
T6149	phos	2047	4776
T6150	phos	9252	7458
T6151	phos	5595	4188
T6152	phos	11329	5887
T6153	phos	3480	5294
T6154	phos	10000	5140
T6155	deph	5532	1454
T6156	phos	80326	2535
T6157	phos	57761	602
T6158	phos	3265	5595
T6159	phos	7297	3587
T6160	deph	192111	4217
T6161	phos	5595	8224
T6162	phos	5568	482
T6163	phos	7479	8321
T6164	deph	54704	5161
T6165	phos	1454	8725
T6166	phos	8576	5687
T6167	phos	156	2829
T6168	phos	5595	3265
T6169	phos	6789	8576
T6170	phos	5595	90993
T6171	deph	5521	786
T6172	phos	29110	10848
T6173	phos	25	25759
T6174	deph	5518	781
T6175	phos	8326	2775
T6176	phos	6733	8853
T6177	phos	5579	6237
T6178	phos	57761	5580
T6179	phos	5603	8550
T6180	phos	387	5894
T6181	phos	9263	7469
T6182	phos	3702	8048
T6183	phos	1196	55796
T6184	phos	6300	5566
T6185	deph	5516	8354
T6186	phos	2264	9111
T6187	deph	5532	4137
T6188	phos	1147	5971
T6189	phos	2872	253314
T6190	phos	157	26476
T6191	phos	5578	646
T6192	phos	8550	56915
T6193	phos	207	56957
T6194	phos	2932	3059
T6195	phos	1452	2735
T6196	deph	5500	9254
T6197	phos	4916	399694
T6198	phos	157	390892
T6199	phos	204851	10073
T6200	phos	6732	8576
T6201	phos	58985	3718
T6202	deph	5506	5260
T6203	phos	7483	7855
T6204	phos	3055	8751
T6205	phos	5595	25970
T6206	phos	8445	55323
T6207	phos	2268	7205
T6208	phos	5599	25898
T6209	phos	5567	5906
T6210	phos	3611	1111
T6211	phos	5590	9322
T6212	phos	3595	3718
T6213	phos	11035	94104
T6214	phos	5595	1843
T6215	phos	2770	5603
T6216	phos	699	10963
T6217	phos	5602	23451
T6218	phos	57144	91807
T6219	phos	5594	1388
T6220	phos	7297	6775
T6221	phos	6199	6194
T6222	phos	9263	22950
T6223	phos	1457	638
T6224	phos	149420	11244
T6225	phos	5568	466
T6226	deph	55844	27092
T6227	phos	6416	5602
T6228	phos	817	778
T6229	phos	2869	2768
T6230	phos	207	1455
T6231	deph	5537	5591
T6232	phos	8550	387082
T6233	phos	1020	5504
T6234	phos	2932	84699
T6235	phos	157	390271
T6236	phos	5568	9586
T6237	phos	157	81697
T6238	phos	5566	783
T6239	deph	5515	783
T6240	deph	5501	9451
T6241	phos	8444	26155
T6242	phos	409	153
T6243	phos	4087	658
T6244	phos	6011	1232
T6245	phos	1455	7726
T6246	phos	10783	5164
T6247	phos	5613	775
T6248	phos	5567	116443
T6249	deph	5501	29895
T6250	phos	6300	995
T6251	phos	5601	2308
T6252	phos	660	25898
T6253	phos	157	26735
T6254	phos	5260	5834
T6255	phos	5592	10488
T6256	deph	4659	93408
T6257	phos	7475	8324
T6258	phos	5582	2770
T6259	phos	157	219958
T6260	phos	90	4776
T6261	phos	9263	57804
T6262	phos	157	4991
T6263	phos	1454	2308
T6264	phos	5594	8550
T6265	phos	7481	8325
T6266	phos	4882	6342
T6267	phos	1022	7515
T6268	phos	65125	6196
T6269	phos	3570	3716
T6270	phos	340371	84254
T6271	deph	5520	776
T6272	phos	9263	57593
T6273	phos	5347	660
T6274	phos	5593	5997
T6275	phos	9263	25771
T6276	phos	5598	6196
T6277	deph	5515	775
T6278	phos	7475	7976
T6279	deph	5515	5502
T6280	phos	1457	4792
T6281	phos	7048	55796
T6282	deph	5532	10393
T6283	phos	7476	7976
T6284	deph	11221	5600
T6285	phos	5594	2549
T6286	phos	157	282775
T6287	phos	83694	51684
T6288	phos	1195	8048
T6289	phos	57761	57634
T6290	deph	1845	5599
T6291	deph	5515	815
T6292	deph	1844	5594
T6293	deph	5527	782
T6294	phos	7976	2775
T6295	phos	5613	467
T6296	phos	1454	5527
T6297	phos	207	8517
T6298	deph	5494	1017
T6299	phos	1457	6945
T6300	phos	1457	10921
T6301	phos	5566	5747
T6302	phos	814	3297
T6303	phos	5613	482
T6304	deph	5506	5257
T6305	phos	5578	5328
T6306	phos	4085	64682
T6307	phos	6732	56957
T6308	phos	5593	5350
T6309	deph	993	1019
T6310	phos	7048	9667
T6311	phos	10110	4303
T6312	phos	5594	7319
T6313	phos	3460	7297
T6314	phos	200186	10000
T6315	phos	7867	8048
T6316	phos	5582	59341
T6317	phos	5599	4194
T6318	phos	5597	4998
T6319	phos	1457	5728
T6320	phos	9891	4194
T6321	phos	5585	5528
T6322	deph	55844	55799
T6323	phos	1457	2153
T6324	phos	816	10368
T6325	phos	204851	5566
T6326	deph	79660	808
T6327	deph	5532	8697
T6328	phos	9149	93953
T6329	deph	5515	8355
T6330	phos	9475	10398
T6331	phos	5599	6118
T6332	deph	5501	1388
T6333	phos	10454	5601
T6334	phos	2776	1856
T6335	deph	5507	2998
T6336	deph	5500	781
T6337	phos	8798	4776
T6338	phos	4085	246184
T6339	phos	5595	123745
T6340	deph	5520	784
T6341	phos	5613	2791
T6342	phos	5584	4691
T6343	phos	1459	127933
T6344	phos	2869	4988
T6345	phos	5565	100132074
T6346	deph	5525	776
T6347	phos	3702	89790
T6348	phos	1022	1407
T6349	phos	5566	467
T6350	phos	5582	51764
T6351	phos	5613	7442
T6352	deph	5516	8312
T6353	phos	1195	56033
T6354	phos	204851	5594
T6355	phos	5566	480
T6356	phos	2268	4194
T6357	phos	29110	55269
T6358	deph	54961	1072
T6359	phos	3587	3716
T6360	phos	27148	326
T6361	phos	1020	55796
T6362	phos	10000	2931
T6363	phos	4752	347344
T6364	deph	5500	55799
T6365	phos	673	6300
T6366	phos	5063	3985
T6367	phos	2263	11190
T6368	deph	7957	2932
T6369	phos	3480	53358
T6370	deph	1843	5599
T6371	phos	10110	100132074
T6372	phos	207	8048
T6373	phos	1196	10285
T6374	phos	340156	10627
T6375	deph	5507	805
T6376	phos	5598	3164
T6377	phos	5894	7812
T6378	phos	157	119764
T6379	phos	1457	55616
T6380	phos	10922	7536
T6381	phos	5595	2114
T6382	phos	5578	9775
T6383	deph	5501	93408
T6384	phos	157	7932
T6385	phos	817	782
T6386	deph	5778	5603
T6387	phos	472	11200
T6388	phos	5566	2932
T6389	phos	1460	3054
T6390	phos	1452	3958
T6391	phos	22848	6657
T6392	phos	8444	127933
T6393	deph	5795	5335
T6394	phos	9263	7867
T6395	phos	5613	55970
T6396	phos	1019	4089
T6397	phos	5613	10488
T6398	phos	8445	140809
T6399	deph	5515	4086
T6400	phos	5565	4303
T6401	deph	8493	6197
T6402	phos	91754	3059
T6403	deph	5519	59283
T6404	phos	51086	7205
T6405	phos	5058	85366
T6406	phos	3563	7297
T6407	phos	5579	59345
T6408	deph	5501	2904
T6409	deph	5516	5933
T6410	phos	6733	4193
T6411	phos	5567	10369
T6412	phos	6195	2115
T6413	phos	157	119772
T6414	phos	6733	29118
T6415	phos	5753	23676
T6416	phos	6196	1398
T6417	phos	1019	9533
T6418	phos	157	219875
T6419	deph	5532	10059
T6420	phos	5566	7494
T6421	deph	5500	64764
T6422	phos	157	390064
T6423	phos	699	6945
T6424	phos	29110	27254
T6425	phos	127933	602
T6426	phos	1452	2308
T6427	deph	5500	2998
T6428	phos	1457	5236
T6429	phos	5608	5603
T6430	phos	2868	1234
T6431	phos	1020	1407
T6432	phos	817	8431
T6433	phos	5610	4792
T6434	deph	5501	163688
T6435	deph	5522	59285
T6436	phos	7477	8324
T6437	phos	54861	8048
T6438	phos	814	6697
T6439	phos	7048	3297
T6440	deph	57546	4086
T6441	phos	5604	5580
T6442	phos	4751	10963
T6443	phos	1456	2735
T6444	phos	7189	5599
T6445	phos	9149	127933
T6446	phos	57144	9459
T6447	phos	5594	790
T6448	phos	8444	6945
T6449	phos	369	9869
T6450	phos	5566	2788
T6451	deph	5728	1385
T6452	phos	3985	1073
T6453	phos	1454	6117
T6454	deph	5522	775
T6455	phos	6732	6427
T6456	phos	91807	103910
T6457	phos	207	54984
T6458	deph	52	52
T6459	phos	5568	10369
T6460	phos	817	11035
T6461	phos	660	3190
T6462	phos	814	2890
T6463	phos	2268	9533
T6464	phos	10454	6416
T6465	phos	7473	8324
T6466	deph	5518	10369
T6467	deph	5534	25847
T6468	phos	89780	8322
T6469	deph	5519	784
T6470	phos	157	119695
T6471	phos	204851	84254
T6472	phos	1445	6118
T6473	phos	5566	51808
T6474	phos	1454	5511
T6475	phos	131890	2826
T6476	phos	1022	2268
T6477	phos	55872	5519
T6478	phos	207	7067
T6479	phos	2475	6199
T6480	phos	5603	7867
T6481	phos	10188	1111
T6482	deph	5518	6262
T6483	phos	157	391107
T6484	phos	9263	9552
T6485	phos	817	59285
T6486	phos	5613	116443
T6487	phos	6787	2959
T6488	deph	8555	51434
T6489	phos	5588	150084
T6490	phos	5613	786
T6491	phos	6198	6605
T6492	phos	5568	23439
T6493	phos	5613	51764
T6494	phos	7474	7855
T6495	phos	157	219464
T6496	phos	5894	5970
T6497	deph	5494	1025
T6498	phos	156	1230
T6499	deph	5501	782
T6500	phos	7048	10000
T6501	phos	5588	59341
T6502	phos	815	2318
T6503	phos	5594	2309
T6504	phos	814	1388
T6505	phos	5579	3265
T6506	phos	660	1398
T6507	phos	3784	6558
T6508	phos	3718	5290
T6509	phos	1198	5580
T6510	phos	5601	9479
T6511	phos	9263	90338
T6512	deph	5516	10368
T6513	phos	10000	5139
T6514	phos	5594	2114
T6515	deph	90673	5261
T6516	phos	5590	51283
T6517	deph	1843	1432
T6518	deph	4659	4637
T6519	phos	157	283159
T6520	deph	79660	5255
T6521	phos	10783	5688
T6522	phos	5584	4194
T6523	phos	29110	23676
T6524	phos	2869	7791
T6525	phos	1196	56957
T6526	phos	1019	51406
T6527	deph	5515	4137
T6528	phos	157	338751
T6529	phos	5563	10848
T6530	phos	7272	94104
T6531	deph	5525	782
T6532	phos	1454	7812
T6533	phos	5058	602
T6534	deph	5518	58494
T6535	phos	54899	8048
T6536	phos	2932	2997
T6537	phos	157	219473
T6538	phos	7480	8325
T6539	phos	5613	478
T6540	phos	1022	3280
T6541	deph	23399	23175
T6542	phos	5292	6672
T6543	phos	5289	10772
T6544	phos	51701	2309
T6545	deph	5522	6262
T6546	phos	5607	5598
T6547	deph	89801	5261
T6548	phos	23012	2017
T6549	phos	5578	6258
T6550	phos	27330	3845
T6551	phos	4915	25970
T6552	deph	2140	3014
T6553	phos	4752	56339
T6554	phos	1196	27254
T6555	phos	6792	9391
T6556	phos	1020	6945
T6557	phos	207	84364
T6558	phos	5567	5350
T6559	phos	29110	387082
T6560	phos	5601	56478
T6561	phos	1454	2736
T6562	phos	157	3577
T6563	phos	85366	11183
T6564	phos	5291	10000
T6565	phos	5583	7082
T6566	phos	207	1326
T6567	phos	157	219968
T6568	phos	815	7442
T6569	phos	5568	109
T6570	phos	93	55616
T6571	phos	8550	127933
T6572	phos	1147	2309
T6573	phos	10000	4794
T6574	phos	157	401994
T6575	phos	4751	9667
T6576	phos	7046	4087
T6577	phos	660	7533
T6578	phos	5613	54331
T6579	phos	5599	1822
T6580	phos	51086	1820
T6581	phos	8986	10856
T6582	phos	131890	2149
T6583	phos	207	1616
T6584	deph	5528	27092
T6585	phos	8550	10248
T6586	phos	157	26189
T6587	phos	2242	5361
T6588	phos	5592	5330
T6589	deph	55844	5590
T6590	phos	53632	32
T6591	phos	818	109
T6592	phos	660	602
T6593	phos	1452	23621
T6594	phos	157	391112
T6595	phos	127933	55796
T6596	deph	23035	6789
T6597	deph	5500	2904
T6598	phos	57761	91392
T6599	phos	4088	657
T6600	phos	5590	3667
T6601	phos	9263	8479
T6602	phos	5578	7458
T6603	phos	5594	4194
T6604	phos	8986	55544
T6605	phos	157	219954
T6606	deph	5501	140465
T6607	phos	5598	5906
T6608	phos	6733	55796
T6609	phos	4214	5601
T6610	phos	149233	3716
T6611	phos	5590	7533
T6612	deph	22843	5058
T6613	phos	5058	4088
T6614	phos	9263	1820
T6615	deph	5529	778
T6616	phos	156	10803
T6617	phos	2264	84254
T6618	deph	5528	784
T6619	deph	5507	5257
T6620	phos	9252	5528
T6621	phos	5585	3059
T6622	phos	5578	2904
T6623	phos	5592	776
T6624	phos	207	4792
T6625	deph	5521	25937
T6626	deph	5516	10413
T6627	phos	1022	84153
T6628	phos	8550	6426
T6629	deph	5515	51564
T6630	deph	10217	4088
T6631	phos	157	390084
T6632	phos	6196	7533
T6633	phos	4914	6464
T6634	phos	5595	2932
T6635	phos	5894	5511
T6636	phos	207	6426
T6637	phos	5871	10856
T6638	phos	84254	5565
T6639	phos	6198	7205
