kinase (phosphatase)	phos/deph	substrate
6198	phos	3059
7535	phos	28988
5580	phos	5786
814	phos	4760
4067	phos	695
5566	phos	10636
9263	phos	51010
5590	phos	9552
55681	phos	7314
83903	phos	11178
1457	phos	51808
5578	phos	6199
1196	phos	11190
5595	phos	3603
6850	phos	867
780	phos	84254
2185	phos	51552
6787	phos	64858
695	phos	5599
9252	phos	4171
2185	phos	10137
2011	phos	7428
51086	phos	3141
5601	phos	995
1020	phos	4088
2260	phos	6204
284086	phos	127933
152110	phos	9322
5594	phos	4609
5058	phos	30827
6732	phos	4776
3611	phos	5566
1453	phos	7019
7525	phos	4089
7465	phos	5573
91754	phos	10152
28951	phos	3141
57761	phos	5519
814	phos	3751
1454	phos	9112
5594	phos	6050
5599	phos	7704
5894	phos	51808
5601	phos	1326
5599	phos	9479
2260	phos	5573
5595	phos	54984
1196	phos	51406
1021	phos	6418
6794	phos	4087
5894	phos	51283
1195	phos	10155
5608	phos	1432
6885	phos	6256
10110	phos	5566
3932	phos	5777
139728	phos	5528
4067	phos	930
6850	phos	3690
5058	phos	4221
5578	phos	5739
207	phos	8099
1454	phos	4089
9891	phos	2768
8798	phos	9208
5894	phos	6663
1025	phos	5566
5058	phos	5894
1022	phos	4188
9252	phos	660
207	phos	55746
84254	phos	5536
2185	phos	11165
8550	phos	51008
7048	phos	4776
5058	phos	6615
5590	phos	7314
7048	phos	10856
8576	phos	1487
5563	phos	6196
54899	phos	5566
10188	phos	2768
6792	phos	9775
9263	phos	129401
84254	phos	5702
207	phos	6945
4916	phos	5580
7048	phos	10073
369	phos	9112
657	phos	3141
29904	phos	5562
5584	phos	5610
5599	phos	11244
1019	phos	9112
6733	phos	84254
156	phos	1975
5601	phos	4205
658	phos	55616
5563	phos	9775
3932	phos	9021
8428	phos	7247
5292	phos	993
53944	phos	4775
11200	phos	7791
9263	phos	51567
1457	phos	1649
27	phos	867
9212	phos	7515
3717	phos	6776
6850	phos	9322
5347	phos	238
657	phos	55616
5578	phos	1114
6885	phos	387082
207	phos	23676
7048	phos	56957
3985	phos	1072
11035	phos	4775
6196	phos	7336
23012	phos	1975
1019	phos	23081
2185	phos	9500
5566	phos	3190
7525	phos	3312
5599	phos	10524
29110	phos	4760
9149	phos	55657
1019	phos	55320
7465	phos	55320
5613	phos	5573
7535	phos	2268
140609	phos	55796
1025	phos	11200
2185	phos	7812
695	phos	83714
84254	phos	10848
5566	phos	10155
1457	phos	11244
3654	phos	2768
5595	phos	842
6196	phos	1487
2534	phos	2017
8767	phos	51265
5170	phos	55616
7535	phos	2049
2260	phos	1656
1326	phos	9020
9212	phos	1058
5584	phos	9112
5058	phos	2268
23012	phos	6945
6794	phos	6881
5563	phos	57057
8798	phos	127933
8550	phos	5887
5594	phos	6721
5566	phos	4678
7048	phos	6301
5601	phos	6625
84254	phos	3141
53944	phos	252884
3702	phos	4776
3932	phos	867
5578	phos	9266
5594	phos	1647
29110	phos	5970
2534	phos	9112
2268	phos	7205
91754	phos	10848
5292	phos	5906
9212	phos	54738
1020	phos	2017
1459	phos	4776
5595	phos	6188
5584	phos	56957
660	phos	7319
5058	phos	56915
5170	phos	7533
3717	phos	4088
8550	phos	4869
5566	phos	81608
5058	phos	10380
9263	phos	9775
6789	phos	10980
8798	phos	5566
7525	phos	92181
1457	phos	5305
1022	phos	1975
699	phos	27254
5747	phos	4089
5594	phos	6776
2932	phos	84365
9263	phos	7336
11200	phos	3978
2932	phos	51008
5580	phos	5580
5580	phos	8048
8569	phos	56957
90	phos	2113
5747	phos	602
9212	phos	4188
5594	phos	1831
1326	phos	1111
5129	phos	9322
6198	phos	2017
5594	phos	7153
2931	phos	54665
5601	phos	54700
9263	phos	11244
9212	phos	4194
369	phos	5094
9212	phos	2670
5578	phos	158809
284086	phos	4088
1459	phos	54984
4067	phos	6504
6885	phos	56957
5578	phos	8773
9252	phos	8853
7301	phos	5621
1457	phos	6601
5170	phos	23244
3932	phos	6709
5601	phos	5610
207	phos	4760
5605	phos	5595
8798	phos	94104
6416	phos	11035
9263	phos	7458
8798	phos	54487
9252	phos	55616
8899	phos	10980
10783	phos	8048
2264	phos	4776
5578	phos	81608
23617	phos	3141
207	phos	3059
695	phos	64151
140609	phos	3141
2185	phos	5315
5058	phos	5558
204851	phos	4194
1453	phos	5594
1459	phos	84991
1022	phos	84254
8798	phos	7726
9212	phos	9189
5599	phos	8031
5592	phos	5598
4067	phos	5336
699	phos	9760
2932	phos	56957
7048	phos	3661
6198	phos	55616
5058	phos	9181
6792	phos	5089
9212	phos	332
6195	phos	5594
657	phos	5567
5578	phos	2033
9263	phos	26528
369	phos	1956
6195	phos	5573
84254	phos	23589
5580	phos	1025
90	phos	3300
1453	phos	4193
6794	phos	1114
2185	phos	92181
1021	phos	4194
369	phos	10137
8798	phos	6300
2264	phos	5906
6198	phos	1820
4233	phos	2017
9212	phos	51406
8445	phos	27254
10188	phos	4193
6787	phos	51460
3932	phos	4089
1022	phos	4084
9263	phos	6672
5578	phos	54866
5594	phos	842
6732	phos	11331
1195	phos	6431
5566	phos	10856
9263	phos	4691
8428	phos	56165
3551	phos	2309
6446	phos	3059
4752	phos	56916
1019	phos	23451
1195	phos	867
6850	phos	602
5578	phos	624
5165	phos	5160
83931	phos	5985
57118	phos	11331
4752	phos	55320
10494	phos	7428
29941	phos	3141
6198	phos	64410
5603	phos	29904
9263	phos	10212
8445	phos	23676
3551	phos	8517
9252	phos	5594
2263	phos	55323
5598	phos	10155
3611	phos	207
127933	phos	7514
8798	phos	9667
56924	phos	6256
660	phos	50852
11329	phos	64410
7048	phos	7458
5599	phos	8061
5588	phos	25780
5578	phos	3208
2932	phos	60313
5599	phos	22823
147746	phos	51808
5595	phos	602
814	phos	2316
1454	phos	4194
4916	phos	2113
7048	phos	4760
1019	phos	2294
207	phos	1114
814	phos	5860
207	phos	3398
695	phos	84307
207	phos	51631
9263	phos	84254
657	phos	6301
5578	phos	60313
5753	phos	4776
2264	phos	140809
5058	phos	2869
54861	phos	661
2534	phos	7332
5979	phos	5170
3551	phos	1831
7465	phos	7515
5595	phos	5725
1457	phos	8725
10298	phos	3150
369	phos	4176
2011	phos	155061
9201	phos	84254
8798	phos	51808
3932	phos	940
51086	phos	8725
5595	phos	2002
2263	phos	147808
7465	phos	7535
695	phos	5134
9263	phos	7538
65125	phos	55616
2185	phos	30819
660	phos	387082
9201	phos	5594
54899	phos	23244
5747	phos	56950
7048	phos	9126
11200	phos	10848
1019	phos	27254
5058	phos	4776
4751	phos	5609
2932	phos	4790
6195	phos	572
11200	phos	672
4752	phos	9112
7525	phos	6282
8576	phos	10248
6794	phos	4139
1022	phos	22858
5600	phos	51283
5595	phos	9252
1432	phos	8550
1196	phos	7791
5616	phos	7791
29110	phos	10856
1196	phos	11331
2049	phos	9112
7272	phos	94104
5595	phos	6886
5584	phos	8544
7525	phos	10146
5578	phos	728
6850	phos	22950
1457	phos	8893
207	phos	862
8986	phos	4193
7465	phos	2017
83903	phos	326
817	phos	660
204851	phos	9112
1196	phos	7307
1454	phos	10848
6787	phos	8048
369	phos	10657
9263	phos	8284
9149	phos	4776
5580	phos	140809
1454	phos	7514
8550	phos	6300
127933	phos	4776
5601	phos	4194
7297	phos	5511
57761	phos	23641
9263	phos	81628
2185	phos	602
283455	phos	5566
5595	phos	26353
5347	phos	9088
147746	phos	83714
699	phos	54386
11329	phos	4776
8550	phos	5566
9263	phos	57659
65125	phos	23294
2260	phos	7458
9212	phos	745
4067	phos	4836
225689	phos	5979
1196	phos	3141
6850	phos	2017
2263	phos	745
1196	phos	100506164
7048	phos	993
695	phos	83605
5595	phos	993
5594	phos	25970
5599	phos	2077
2047	phos	3141
2263	phos	602
1452	phos	5340
695	phos	10848
695	phos	25920
7048	phos	4193
2263	phos	4089
5871	phos	55796
7465	phos	4194
5747	phos	8048
5594	phos	5241
369	phos	94104
51231	phos	2145
5566	phos	4775
3932	phos	2268
207	phos	2959
10645	phos	5566
2534	phos	8048
6792	phos	1025
53944	phos	94104
4233	phos	7332
5347	phos	7178
9263	phos	4193
6196	phos	4089
6788	phos	4776
7535	phos	1845
5588	phos	4478
4067	phos	4760
5594	phos	1843
8550	phos	65056
11329	phos	2017
780	phos	4188
5578	phos	1080
1457	phos	7766
10298	phos	202559
55872	phos	1647
1457	phos	7535
5566	phos	1820
5584	phos	27254
54861	phos	6663
369	phos	7791
4752	phos	1398
5170	phos	5598
207	phos	158931
7048	phos	7428
7465	phos	4089
5584	phos	2023
6199	phos	3875
3702	phos	940
5588	phos	3667
2185	phos	2665
5753	phos	3661
6732	phos	4193
7443	phos	9760
3717	phos	6622
5058	phos	5598
699	phos	3978
5603	phos	1195
6198	phos	84271
7297	phos	4869
1432	phos	8805
4882	phos	55616
5292	phos	5887
225689	phos	2113
2185	phos	7791
1432	phos	572
1195	phos	91661
1025	phos	8048
7465	phos	100506164
10298	phos	23294
1457	phos	3326
2444	phos	50804
1432	phos	5594
5566	phos	94104
2264	phos	2768
5599	phos	3725
84254	phos	55269
3480	phos	9112
657	phos	4760
51086	phos	5511
5599	phos	7416
695	phos	4193
1454	phos	56478
2268	phos	2017
658	phos	10152
2185	phos	202559
1020	phos	10152
10298	phos	572
207	phos	80306
2264	phos	1455
4067	phos	5511
2185	phos	6118
11035	phos	2203
1457	phos	54926
9263	phos	10425
5598	phos	23244
3932	phos	9322
9212	phos	10848
5292	phos	5610
7535	phos	3937
6196	phos	7335
5585	phos	25771
1432	phos	56924
5590	phos	7529
1019	phos	7638
3717	phos	2690
2260	phos	3059
1432	phos	10454
1457	phos	23294
51086	phos	55616
55359	phos	56957
695	phos	660
1020	phos	6117
695	phos	79027
10298	phos	4776
23139	phos	9112
7465	phos	9775
6196	phos	55796
5753	phos	9322
8798	phos	54514
780	phos	10848
54899	phos	56270
83931	phos	3661
11329	phos	4193
8445	phos	7329
814	phos	7054
9212	phos	9815
5599	phos	10155
6300	phos	55616
5599	phos	8721
2932	phos	4666
84254	phos	26135
5170	phos	4092
7465	phos	11244
699	phos	6597
1454	phos	1785
51086	phos	4188
5578	phos	302
8445	phos	4193
5597	phos	26528
8569	phos	1974
1019	phos	129401
147746	phos	116985
5594	phos	1455
5170	phos	7458
5616	phos	30819
1432	phos	79760
1021	phos	51203
2264	phos	3280
9252	phos	4194
1021	phos	56957
10420	phos	6196
5594	phos	2887
9149	phos	5566
29110	phos	3032
6794	phos	572
5616	phos	4775
2872	phos	4091
9149	phos	1026
815	phos	22926
6794	phos	84254
4233	phos	9112
11040	phos	56478
6787	phos	80306
3815	phos	9112
6196	phos	9322
5347	phos	11244
10783	phos	51552
7301	phos	5335
2042	phos	3141
1454	phos	8864
6789	phos	4760
8798	phos	7072
695	phos	10772
7465	phos	55269
207	phos	9112
9149	phos	5567
7465	phos	8099
1432	phos	3726
2931	phos	23294
2185	phos	5573
6885	phos	2017
9113	phos	6118
5578	phos	8048
6196	phos	7538
5566	phos	7791
7465	phos	3978
156	phos	154
6733	phos	55596
5595	phos	2099
57396	phos	11179
3717	phos	6300
6198	phos	29904
1454	phos	324
1453	phos	5599
2932	phos	10152
7465	phos	56957
4752	phos	10524
4751	phos	1398
5979	phos	9322
8444	phos	29841
5562	phos	5599
6794	phos	9891
660	phos	7205
11213	phos	10155
9263	phos	1788
2534	phos	4836
5578	phos	3691
207	phos	53335
8986	phos	6196
340371	phos	8863
4751	phos	140809
7465	phos	23451
10298	phos	51631
204851	phos	84254
5563	phos	51406
4752	phos	55536
3932	phos	945
5747	phos	1114
10188	phos	55796
814	phos	10921
150094	phos	867
11329	phos	9112
91754	phos	602
1022	phos	7791
127933	phos	10848
1020	phos	7428
93	phos	1956
5058	phos	6426
658	phos	4760
814	phos	5528
6792	phos	51412
780	phos	84107
2931	phos	6925
699	phos	3059
1196	phos	7514
9149	phos	55869
2932	phos	6601
3932	phos	2017
3932	phos	4792
5594	phos	10287
1196	phos	4193
1454	phos	25937
5585	phos	8048
5979	phos	3190
2049	phos	1398
4751	phos	7791
3985	phos	2185
9263	phos	8607
8798	phos	55109
29904	phos	56995
814	phos	3875
6885	phos	602
9263	phos	29066
1457	phos	4618
2534	phos	6663
8767	phos	4760
5566	phos	7533
8550	phos	10262
1020	phos	3661
8798	phos	6945
7048	phos	8048
6733	phos	3091
1019	phos	378708
6196	phos	79109
5601	phos	122953
207	phos	6662
5058	phos	6300
1019	phos	7428
640	phos	10657
1432	phos	11244
1432	phos	841
1263	phos	2113
4916	phos	11244
9212	phos	11004
6792	phos	84812
27148	phos	127933
5058	phos	55796
2268	phos	5594
5609	phos	7791
8986	phos	5463
6885	phos	1975
780	phos	5566
5578	phos	7222
6732	phos	5598
29110	phos	64781
2260	phos	9564
8576	phos	1936
2268	phos	7533
5585	phos	10856
4751	phos	3141
7048	phos	25898
2932	phos	5909
10188	phos	4188
695	phos	5566
4752	phos	143471
2185	phos	1398
5585	phos	55796
5058	phos	639
2869	phos	3141
9149	phos	7791
2264	phos	55802
9149	phos	55320
10188	phos	602
5590	phos	7533
5594	phos	824
27148	phos	3141
91754	phos	55616
90	phos	4174
204851	phos	3059
5566	phos	7428
5129	phos	7791
5599	phos	3667
5578	phos	5587
2042	phos	65056
8986	phos	1820
9263	phos	84330
29110	phos	7533
10645	phos	9322
1021	phos	9604
9263	phos	8099
5595	phos	1051
11035	phos	55616
5599	phos	4691
83732	phos	4194
1432	phos	150094
156	phos	6181
814	phos	6663
2260	phos	4760
9175	phos	5610
5603	phos	3925
1455	phos	54862
1195	phos	10691
5594	phos	7157
814	phos	8536
9212	phos	56957
207	phos	51096
5601	phos	9322
2268	phos	4776
207	phos	3276
9263	phos	9533
7048	phos	2268
5600	phos	10848
3932	phos	9112
5590	phos	8853
207	phos	3300
5580	phos	3190
1760	phos	7041
7465	phos	27254
8986	phos	7798
2185	phos	6300
207	phos	54039
83931	phos	55796
1196	phos	9775
1195	phos	8048
29110	phos	7514
7048	phos	8805
5894	phos	5052
8445	phos	7289
5602	phos	867
4751	phos	7533
6198	phos	5869
1021	phos	10980
84254	phos	5687
5595	phos	6197
6787	phos	4084
4067	phos	2213
5058	phos	7431
6198	phos	5566
9252	phos	8048
2869	phos	25771
10298	phos	10657
5580	phos	4582
5566	phos	3059
8445	phos	5092
51765	phos	11178
9149	phos	199777
6196	phos	5887
5599	phos	7518
9252	phos	3141
2185	phos	5869
8550	phos	4760
1020	phos	55796
8550	phos	27254
3717	phos	6774
5599	phos	2810
3932	phos	3190
5595	phos	660
3717	phos	2017
2185	phos	8853
4233	phos	10152
6787	phos	55760
5566	phos	4760
1019	phos	5934
10188	phos	10152
1196	phos	57057
6196	phos	11315
6733	phos	4193
7048	phos	1398
7297	phos	9112
284086	phos	7262
7048	phos	10152
5602	phos	4205
6733	phos	5580
5894	phos	8048
207	phos	84464
5566	phos	9126
5594	phos	1848
2263	phos	5315
5598	phos	6301
6733	phos	55616
5871	phos	5554
4752	phos	4776
5127	phos	1398
7525	phos	2017
8445	phos	7514
6733	phos	5594
2932	phos	27254
5594	phos	9600
1019	phos	5052
1454	phos	4760
1445	phos	6118
6850	phos	6622
1019	phos	3661
8445	phos	11163
9263	phos	602
2264	phos	7490
6198	phos	3141
2268	phos	6426
6850	phos	6945
5170	phos	6300
51265	phos	55796
6850	phos	3059
5601	phos	6601
3717	phos	5598
147746	phos	5316
51231	phos	26528
1022	phos	22916
6198	phos	56478
51086	phos	25898
6787	phos	51406
8576	phos	5906
207	phos	2960
1445	phos	2268
5590	phos	2669
2264	phos	127933
53904	phos	8878
5170	phos	8853
5170	phos	2017
8445	phos	1788
8986	phos	143471
207	phos	4194
2870	phos	1241
4067	phos	1457
1020	phos	4188
2268	phos	1398
5566	phos	9667
1020	phos	6622
204851	phos	11035
9212	phos	100506164
5566	phos	3661
7535	phos	6464
9149	phos	5599
1453	phos	660
6850	phos	7305
780	phos	25920
1454	phos	3661
780	phos	5187
1457	phos	4602
10188	phos	2869
3985	phos	3141
558	phos	9112
5058	phos	2781
5590	phos	5132
1022	phos	5451
65975	phos	1398
5595	phos	824
2260	phos	51599
814	phos	5350
5289	phos	4194
1022	phos	84153
5598	phos	2113
7297	phos	7531
5595	phos	2932
5583	phos	4869
4751	phos	5702
8428	phos	7458
1020	phos	3059
5170	phos	5573
5058	phos	2017
5595	phos	1848
1432	phos	7535
1452	phos	2768
6794	phos	7030
1457	phos	997
8444	phos	3059
2268	phos	602
1022	phos	51406
9212	phos	6117
5599	phos	2002
6850	phos	2212
5598	phos	4208
5599	phos	4088
9263	phos	80237
11200	phos	6663
4751	phos	8853
3932	phos	11059
1019	phos	8284
6198	phos	140809
5289	phos	6429
5594	phos	4086
6733	phos	9112
6197	phos	1027
207	phos	7247
7465	phos	79891
9263	phos	745
5580	phos	7320
5578	phos	30819
7465	phos	10212
6196	phos	7791
2264	phos	5970
5610	phos	11200
8550	phos	2107
660	phos	1975
57118	phos	4088
660	phos	3059
11040	phos	11030
6196	phos	5701
5562	phos	3059
5566	phos	10848
29110	phos	3141
5347	phos	22981
11200	phos	1869
9263	phos	4222
5588	phos	3385
51086	phos	3059
2931	phos	602
5580	phos	3572
4882	phos	8725
5609	phos	9112
55681	phos	3141
6416	phos	4760
1459	phos	9112
1196	phos	60313
699	phos	4691
90	phos	4998
84254	phos	7791
5580	phos	3667
2185	phos	1114
1457	phos	7035
27	phos	10572
7048	phos	8458
5566	phos	8725
8798	phos	83605
8576	phos	22916
51086	phos	7428
7048	phos	7319
5595	phos	1025
2268	phos	3190
93	phos	140809
55681	phos	5878
5584	phos	6199
5580	phos	56478
4751	phos	9112
5894	phos	1158
5292	phos	1975
2042	phos	23294
4067	phos	59341
55681	phos	8725
4067	phos	26000
84254	phos	8048
29959	phos	55796
699	phos	5528
2260	phos	2017
7048	phos	2107
5292	phos	2017
3932	phos	5728
8798	phos	9775
6850	phos	7458
6885	phos	4194
51086	phos	27254
4140	phos	11200
1021	phos	6601
1019	phos	4760
2932	phos	4137
5599	phos	6612
6789	phos	8576
2185	phos	51652
1195	phos	23294
7525	phos	4869
10783	phos	3297
1019	phos	5000
147746	phos	5566
9149	phos	3059
207	phos	26284
5599	phos	387082
29110	phos	9112
8569	phos	4776
207	phos	83692
6197	phos	9112
51086	phos	143471
10783	phos	3059
7048	phos	27254
147746	phos	23294
11329	phos	5598
5580	phos	6194
9263	phos	94104
8445	phos	30819
29110	phos	140809
5609	phos	6737
9212	phos	3619
5058	phos	7380
51701	phos	4776
5613	phos	5567
3985	phos	1398
658	phos	1407
2932	phos	6625
1022	phos	2099
1196	phos	2274
207	phos	6625
8798	phos	10011
9263	phos	3661
5602	phos	7791
9943	phos	1936
9149	phos	9203
22983	phos	11244
814	phos	94274
1452	phos	6521
6198	phos	2268
5599	phos	2091
5584	phos	3059
4882	phos	140809
55681	phos	1975
1196	phos	4089
2534	phos	23318
9263	phos	29935
207	phos	7003
5058	phos	3925
1019	phos	29935
9263	phos	8544
5602	phos	4194
8445	phos	3297
6732	phos	4188
2263	phos	7798
11183	phos	847
9252	phos	9112
7048	phos	5887
5562	phos	1017
156	phos	11267
207	phos	4691
204851	phos	25920
1022	phos	55796
5594	phos	6667
5747	phos	7013
4751	phos	2113
1019	phos	2113
8986	phos	55320
6850	phos	1455
27	phos	847
8550	phos	2113
1198	phos	23294
1198	phos	6426
5590	phos	5970
2263	phos	84307
5585	phos	3141
5605	phos	6196
699	phos	5511
2869	phos	2023
1452	phos	7534
7525	phos	2934
815	phos	10273
57761	phos	5089
90	phos	4193
5578	phos	2017
5979	phos	387082
5599	phos	23451
9263	phos	8208
29110	phos	1796
4067	phos	29074
29110	phos	7428
2185	phos	867
5601	phos	6118
2932	phos	10248
5578	phos	1465
2264	phos	5979
3611	phos	11035
695	phos	9183
284086	phos	23339
7297	phos	602
5578	phos	5306
658	phos	2017
8550	phos	7791
658	phos	3429
1020	phos	5519
5599	phos	11016
8798	phos	5567
657	phos	7535
5563	phos	55616
4067	phos	3141
91754	phos	2869
1021	phos	6929
5170	phos	5610
127933	phos	4155
6850	phos	2268
4752	phos	91661
7525	phos	2023
8798	phos	23294
6850	phos	23589
8798	phos	4089
83931	phos	10848
6885	phos	10856
9263	phos	25850
660	phos	867
6850	phos	9112
5058	phos	266740
3611	phos	11218
51086	phos	7791
2185	phos	7533
2264	phos	4188
5609	phos	5599
8445	phos	1104
54899	phos	4776
6794	phos	9830
5566	phos	56478
660	phos	54819
818	phos	2113
369	phos	4089
5566	phos	9208
5563	phos	745
7465	phos	4171
11183	phos	140809
5058	phos	2316
2011	phos	1965
1760	phos	7791
65125	phos	4760
5747	phos	4194
6850	phos	5335
660	phos	10848
5602	phos	9112
4751	phos	10403
5170	phos	9775
6197	phos	54700
1019	phos	2107
5594	phos	1198
5894	phos	4760
1432	phos	6945
5599	phos	6050
7465	phos	84991
1019	phos	2017
